"","ST","DATE","UR","State","Crisis","Months"
"7300","U.S.",2010-07-01,9.4,"U.S.","Subprime mortgage",30
"7301","U.S.",2010-08-01,9.5,"U.S.","Subprime mortgage",31
"7302","U.S.",2010-09-01,9.5,"U.S.","Subprime mortgage",32
"7303","U.S.",2010-10-01,9.4,"U.S.","Subprime mortgage",33
"7304","U.S.",2010-11-01,9.8,"U.S.","Subprime mortgage",34
"7305","U.S.",2010-12-01,9.3,"U.S.","Subprime mortgage",35
"7310","U.S.",2008-01-01,5,"U.S.","Subprime mortgage",0
"7311","U.S.",2008-02-01,4.9,"U.S.","Subprime mortgage",1
"7312","U.S.",2008-03-01,5.1,"U.S.","Subprime mortgage",2
"7313","U.S.",2008-04-01,5,"U.S.","Subprime mortgage",3
"7314","U.S.",2008-05-01,5.4,"U.S.","Subprime mortgage",4
"7315","U.S.",2008-06-01,5.6,"U.S.","Subprime mortgage",5
"7316","U.S.",2008-07-01,5.8,"U.S.","Subprime mortgage",6
"7317","U.S.",2008-08-01,6.1,"U.S.","Subprime mortgage",7
"7318","U.S.",2008-09-01,6.1,"U.S.","Subprime mortgage",8
"7319","U.S.",2008-10-01,6.5,"U.S.","Subprime mortgage",9
"7320","U.S.",2008-11-01,6.8,"U.S.","Subprime mortgage",10
"7321","U.S.",2008-12-01,7.3,"U.S.","Subprime mortgage",11
"7322","U.S.",2009-01-01,7.8,"U.S.","Subprime mortgage",12
"7323","U.S.",2009-02-01,8.3,"U.S.","Subprime mortgage",13
"7324","U.S.",2009-03-01,8.7,"U.S.","Subprime mortgage",14
"7325","U.S.",2009-04-01,9,"U.S.","Subprime mortgage",15
"7326","U.S.",2009-05-01,9.4,"U.S.","Subprime mortgage",16
"7327","U.S.",2009-06-01,9.5,"U.S.","Subprime mortgage",17
"7328","U.S.",2009-07-01,9.5,"U.S.","Subprime mortgage",18
"7329","U.S.",2009-08-01,9.6,"U.S.","Subprime mortgage",19
"7330","U.S.",2009-09-01,9.8,"U.S.","Subprime mortgage",20
"7331","U.S.",2009-10-01,10,"U.S.","Subprime mortgage",21
"7332","U.S.",2009-11-01,9.9,"U.S.","Subprime mortgage",22
"7333","U.S.",2009-12-01,9.9,"U.S.","Subprime mortgage",23
"7334","U.S.",2010-01-01,9.8,"U.S.","Subprime mortgage",24
"7336","UT",2008-03-01,2.9,"Utah","Subprime mortgage",2
"7337","UT",2008-04-01,3,"Utah","Subprime mortgage",3
"7338","UT",2008-01-01,2.8,"Utah","Subprime mortgage",0
"7339","UT",2008-02-01,2.9,"Utah","Subprime mortgage",1
"7340","UT",2008-07-01,3.2,"Utah","Subprime mortgage",6
"7341","UT",2008-08-01,3.3,"Utah","Subprime mortgage",7
"7342","UT",2008-05-01,3.1,"Utah","Subprime mortgage",4
"7343","UT",2008-06-01,3.2,"Utah","Subprime mortgage",5
"7344","UT",2008-11-01,3.6,"Utah","Subprime mortgage",10
"7345","UT",2008-12-01,5.2,"Utah","Subprime mortgage",11
"7346","UT",2009-01-01,6.1,"Utah","Subprime mortgage",12
"7347","UT",2009-02-01,6.5,"Utah","Subprime mortgage",13
"7348","UT",2009-03-01,6.8,"Utah","Subprime mortgage",14
"7349","UT",2009-04-01,7,"Utah","Subprime mortgage",15
"7350","UT",2009-05-01,7.1,"Utah","Subprime mortgage",16
"7351","UT",2009-06-01,7.3,"Utah","Subprime mortgage",17
"7352","UT",2009-07-01,7.4,"Utah","Subprime mortgage",18
"7353","UT",2009-08-01,7.6,"Utah","Subprime mortgage",19
"7354","UT",2009-09-01,7.7,"Utah","Subprime mortgage",20
"7355","UT",2009-10-01,7.8,"Utah","Subprime mortgage",21
"7356","UT",2009-11-01,7.9,"Utah","Subprime mortgage",22
"7357","UT",2009-12-01,7.9,"Utah","Subprime mortgage",23
"7358","UT",2010-01-01,8,"Utah","Subprime mortgage",24
"7359","UT",2010-02-01,8,"Utah","Subprime mortgage",25
"7360","UT",2010-03-01,8,"Utah","Subprime mortgage",26
"7361","UT",2010-04-01,8,"Utah","Subprime mortgage",27
"7362","UT",2010-05-01,8,"Utah","Subprime mortgage",28
"7363","UT",2010-06-01,7.9,"Utah","Subprime mortgage",29
"7364","UT",2010-07-01,7.9,"Utah","Subprime mortgage",30
"7365","UT",2010-08-01,7.9,"Utah","Subprime mortgage",31
"7366","UT",2010-09-01,7.9,"Utah","Subprime mortgage",32
"7367","UT",2010-10-01,7.9,"Utah","Subprime mortgage",33
"7368","UT",2010-11-01,7.9,"Utah","Subprime mortgage",34
"7369","UT",2010-12-01,7.8,"Utah","Subprime mortgage",35
"7382","UT",2008-09-01,3.4,"Utah","Subprime mortgage",8
"7383","UT",2008-10-01,3.5,"Utah","Subprime mortgage",9
"7505","VA",2008-09-01,4.5,"Virginia","Subprime mortgage",8
"7506","VA",2008-10-01,4.7,"Virginia","Subprime mortgage",9
"7507","VA",2008-11-01,5,"Virginia","Subprime mortgage",10
"7508","VA",2008-12-01,5.4,"Virginia","Subprime mortgage",11
"7509","VA",2009-01-01,5.7,"Virginia","Subprime mortgage",12
"7510","VA",2009-02-01,6.1,"Virginia","Subprime mortgage",13
"7511","VA",2009-03-01,6.4,"Virginia","Subprime mortgage",14
"7512","VA",2009-04-01,6.6,"Virginia","Subprime mortgage",15
"7513","VA",2009-05-01,6.8,"Virginia","Subprime mortgage",16
"7514","VA",2009-06-01,6.9,"Virginia","Subprime mortgage",17
"7515","VA",2009-07-01,7,"Virginia","Subprime mortgage",18
"7516","VA",2009-08-01,7.1,"Virginia","Subprime mortgage",19
"7517","VA",2009-09-01,7.2,"Virginia","Subprime mortgage",20
"7518","VA",2009-10-01,7.3,"Virginia","Subprime mortgage",21
"7519","VA",2009-11-01,7.4,"Virginia","Subprime mortgage",22
"7520","VA",2009-12-01,7.5,"Virginia","Subprime mortgage",23
"7521","VA",2010-01-01,7.6,"Virginia","Subprime mortgage",24
"7522","VA",2010-02-01,7.6,"Virginia","Subprime mortgage",25
"7523","VA",2010-03-01,7.6,"Virginia","Subprime mortgage",26
"7524","VA",2010-04-01,7.5,"Virginia","Subprime mortgage",27
"7525","VA",2010-05-01,7.4,"Virginia","Subprime mortgage",28
"7526","VA",2010-06-01,7.3,"Virginia","Subprime mortgage",29
"7527","VA",2010-07-01,7.2,"Virginia","Subprime mortgage",30
"7528","VA",2010-08-01,7.2,"Virginia","Subprime mortgage",31
"7529","VA",2010-09-01,7.1,"Virginia","Subprime mortgage",32
"7530","VA",2010-10-01,7.1,"Virginia","Subprime mortgage",33
"7531","VA",2010-11-01,7,"Virginia","Subprime mortgage",34
"7532","VA",2010-12-01,6.9,"Virginia","Subprime mortgage",35
"7578","VA",2008-01-01,3.6,"Virginia","Subprime mortgage",0
"7579","VA",2008-02-01,3.7,"Virginia","Subprime mortgage",1
"7580","VA",2008-03-01,3.7,"Virginia","Subprime mortgage",2
"7581","VA",2008-04-01,3.9,"Virginia","Subprime mortgage",3
"7582","VA",2008-05-01,4,"Virginia","Subprime mortgage",4
"7583","VA",2008-06-01,4.1,"Virginia","Subprime mortgage",5
"7584","VA",2008-07-01,4.3,"Virginia","Subprime mortgage",6
"7585","VA",2008-08-01,4.4,"Virginia","Subprime mortgage",7
"7743","VT",2008-01-01,4,"Vermont","Subprime mortgage",0
"7744","VT",2008-02-01,4.1,"Vermont","Subprime mortgage",1
"7745","VT",2008-03-01,4.2,"Vermont","Subprime mortgage",2
"7746","VT",2008-04-01,4.2,"Vermont","Subprime mortgage",3
"7747","VT",2008-05-01,4.4,"Vermont","Subprime mortgage",4
"7748","VT",2008-06-01,4.5,"Vermont","Subprime mortgage",5
"7791","VT",2008-08-01,4.7,"Vermont","Subprime mortgage",7
"7792","VT",2008-09-01,4.8,"Vermont","Subprime mortgage",8
"7793","VT",2008-10-01,4.9,"Vermont","Subprime mortgage",9
"7794","VT",2008-11-01,5.1,"Vermont","Subprime mortgage",10
"7795","VT",2008-12-01,5.3,"Vermont","Subprime mortgage",11
"7796","VT",2009-01-01,5.5,"Vermont","Subprime mortgage",12
"7797","VT",2009-02-01,5.7,"Vermont","Subprime mortgage",13
"7798","VT",2009-03-01,5.9,"Vermont","Subprime mortgage",14
"7799","VT",2009-04-01,6.1,"Vermont","Subprime mortgage",15
"7800","VT",2009-05-01,6.1,"Vermont","Subprime mortgage",16
"7801","VT",2009-06-01,6.2,"Vermont","Subprime mortgage",17
"7802","VT",2009-07-01,6.2,"Vermont","Subprime mortgage",18
"7803","VT",2009-08-01,6.3,"Vermont","Subprime mortgage",19
"7804","VT",2009-09-01,6.4,"Vermont","Subprime mortgage",20
"7805","VT",2009-10-01,6.5,"Vermont","Subprime mortgage",21
"7806","VT",2009-11-01,6.5,"Vermont","Subprime mortgage",22
"7807","VT",2009-12-01,6.6,"Vermont","Subprime mortgage",23
"7808","VT",2010-01-01,6.7,"Vermont","Subprime mortgage",24
"7809","VT",2010-02-01,6.6,"Vermont","Subprime mortgage",25
"7810","VT",2010-03-01,6.6,"Vermont","Subprime mortgage",26
"7811","VT",2010-04-01,6.5,"Vermont","Subprime mortgage",27
"7812","VT",2010-05-01,6.4,"Vermont","Subprime mortgage",28
"7813","VT",2010-06-01,6.3,"Vermont","Subprime mortgage",29
"7814","VT",2010-07-01,6.2,"Vermont","Subprime mortgage",30
"7815","VT",2010-08-01,6.1,"Vermont","Subprime mortgage",31
"7816","VT",2010-09-01,6.1,"Vermont","Subprime mortgage",32
"7817","VT",2010-10-01,6.1,"Vermont","Subprime mortgage",33
"7818","VT",2010-11-01,6.1,"Vermont","Subprime mortgage",34
"7819","VT",2010-12-01,6.1,"Vermont","Subprime mortgage",35
"7824","VT",2008-07-01,4.6,"Vermont","Subprime mortgage",6
"7905","WA",2008-01-01,4.6,"Washington","Subprime mortgage",0
"7906","WA",2008-02-01,4.6,"Washington","Subprime mortgage",1
"7907","WA",2008-03-01,4.7,"Washington","Subprime mortgage",2
"7908","WA",2008-04-01,4.8,"Washington","Subprime mortgage",3
"7909","WA",2008-05-01,5,"Washington","Subprime mortgage",4
"7910","WA",2008-06-01,5.2,"Washington","Subprime mortgage",5
"7911","WA",2008-07-01,5.3,"Washington","Subprime mortgage",6
"7912","WA",2008-08-01,5.4,"Washington","Subprime mortgage",7
"7913","WA",2008-09-01,5.6,"Washington","Subprime mortgage",8
"7914","WA",2008-10-01,5.8,"Washington","Subprime mortgage",9
"7915","WA",2008-11-01,6.1,"Washington","Subprime mortgage",10
"7916","WA",2008-12-01,6.4,"Washington","Subprime mortgage",11
"7917","WA",2009-01-01,6.8,"Washington","Subprime mortgage",12
"7918","WA",2009-02-01,7.2,"Washington","Subprime mortgage",13
"7919","WA",2009-03-01,7.5,"Washington","Subprime mortgage",14
"7920","WA",2009-04-01,7.8,"Washington","Subprime mortgage",15
"7921","WA",2009-05-01,8.1,"Washington","Subprime mortgage",16
"7922","WA",2009-06-01,8.3,"Washington","Subprime mortgage",17
"7923","WA",2009-07-01,8.5,"Washington","Subprime mortgage",18
"7924","WA",2009-08-01,8.7,"Washington","Subprime mortgage",19
"7925","WA",2009-09-01,9,"Washington","Subprime mortgage",20
"7926","WA",2009-10-01,9,"Washington","Subprime mortgage",21
"7927","WA",2009-11-01,9.1,"Washington","Subprime mortgage",22
"7928","WA",2009-12-01,9.2,"Washington","Subprime mortgage",23
"7929","WA",2010-01-01,9.3,"Washington","Subprime mortgage",24
"7930","WA",2010-02-01,9.3,"Washington","Subprime mortgage",25
"7931","WA",2010-03-01,9.3,"Washington","Subprime mortgage",26
"7932","WA",2010-04-01,9.2,"Washington","Subprime mortgage",27
"7933","WA",2010-05-01,9.1,"Washington","Subprime mortgage",28
"7934","WA",2010-06-01,9,"Washington","Subprime mortgage",29
"7935","WA",2010-07-01,9,"Washington","Subprime mortgage",30
"7936","WA",2010-08-01,9.1,"Washington","Subprime mortgage",31
"7937","WA",2010-09-01,9.1,"Washington","Subprime mortgage",32
"7938","WA",2010-10-01,9.1,"Washington","Subprime mortgage",33
"7939","WA",2010-11-01,9.1,"Washington","Subprime mortgage",34
"7940","WA",2010-12-01,9,"Washington","Subprime mortgage",35
"8068","WI",2008-01-01,4.5,"Wisconsin","Subprime mortgage",0
"8069","WI",2008-02-01,4.4,"Wisconsin","Subprime mortgage",1
"8070","WI",2008-03-01,4.3,"Wisconsin","Subprime mortgage",2
"8071","WI",2008-04-01,4.4,"Wisconsin","Subprime mortgage",3
"8072","WI",2008-05-01,4.4,"Wisconsin","Subprime mortgage",4
"8073","WI",2008-06-01,4.6,"Wisconsin","Subprime mortgage",5
"8074","WI",2008-07-01,4.7,"Wisconsin","Subprime mortgage",6
"8075","WI",2008-08-01,4.9,"Wisconsin","Subprime mortgage",7
"8076","WI",2008-09-01,5.2,"Wisconsin","Subprime mortgage",8
"8077","WI",2008-10-01,5.6,"Wisconsin","Subprime mortgage",9
"8078","WI",2008-11-01,6.1,"Wisconsin","Subprime mortgage",10
"8079","WI",2008-12-01,6.7,"Wisconsin","Subprime mortgage",11
"8080","WI",2009-01-01,7.4,"Wisconsin","Subprime mortgage",12
"8081","WI",2009-02-01,8.1,"Wisconsin","Subprime mortgage",13
"8082","WI",2009-03-01,8.6,"Wisconsin","Subprime mortgage",14
"8083","WI",2009-04-01,9,"Wisconsin","Subprime mortgage",15
"8084","WI",2009-05-01,9.3,"Wisconsin","Subprime mortgage",16
"8085","WI",2009-06-01,9.4,"Wisconsin","Subprime mortgage",17
"8086","WI",2009-07-01,9.3,"Wisconsin","Subprime mortgage",18
"8087","WI",2009-08-01,9.3,"Wisconsin","Subprime mortgage",19
"8088","WI",2009-09-01,9.3,"Wisconsin","Subprime mortgage",20
"8089","WI",2009-10-01,9.2,"Wisconsin","Subprime mortgage",21
"8090","WI",2009-11-01,9.3,"Wisconsin","Subprime mortgage",22
"8091","WI",2009-12-01,9.3,"Wisconsin","Subprime mortgage",23
"8092","WI",2010-01-01,9.3,"Wisconsin","Subprime mortgage",24
"8093","WI",2010-02-01,9.2,"Wisconsin","Subprime mortgage",25
"8094","WI",2010-03-01,9,"Wisconsin","Subprime mortgage",26
"8095","WI",2010-04-01,8.8,"Wisconsin","Subprime mortgage",27
"8096","WI",2010-05-01,8.6,"Wisconsin","Subprime mortgage",28
"8097","WI",2010-06-01,8.4,"Wisconsin","Subprime mortgage",29
"8098","WI",2010-07-01,8.3,"Wisconsin","Subprime mortgage",30
"8099","WI",2010-08-01,8.2,"Wisconsin","Subprime mortgage",31
"8100","WI",2010-09-01,8.2,"Wisconsin","Subprime mortgage",32
"8101","WI",2010-10-01,8.1,"Wisconsin","Subprime mortgage",33
"8102","WI",2010-11-01,8,"Wisconsin","Subprime mortgage",34
"8103","WI",2010-12-01,7.9,"Wisconsin","Subprime mortgage",35
"8151","WV",2008-03-01,4.5,"West Virginia","Subprime mortgage",2
"8152","WV",2008-04-01,4.4,"West Virginia","Subprime mortgage",3
"8153","WV",2008-01-01,4.7,"West Virginia","Subprime mortgage",0
"8154","WV",2008-02-01,4.6,"West Virginia","Subprime mortgage",1
"8234","WV",2008-05-01,4.4,"West Virginia","Subprime mortgage",4
"8235","WV",2008-06-01,4.4,"West Virginia","Subprime mortgage",5
"8236","WV",2008-07-01,4.5,"West Virginia","Subprime mortgage",6
"8237","WV",2008-08-01,4.5,"West Virginia","Subprime mortgage",7
"8238","WV",2008-09-01,4.7,"West Virginia","Subprime mortgage",8
"8239","WV",2008-10-01,5,"West Virginia","Subprime mortgage",9
"8240","WV",2008-11-01,5.4,"West Virginia","Subprime mortgage",10
"8241","WV",2008-12-01,5.9,"West Virginia","Subprime mortgage",11
"8242","WV",2009-01-01,6.5,"West Virginia","Subprime mortgage",12
"8243","WV",2009-02-01,7.1,"West Virginia","Subprime mortgage",13
"8244","WV",2009-03-01,7.7,"West Virginia","Subprime mortgage",14
"8245","WV",2009-04-01,8.1,"West Virginia","Subprime mortgage",15
"8246","WV",2009-05-01,8.5,"West Virginia","Subprime mortgage",16
"8247","WV",2009-06-01,8.7,"West Virginia","Subprime mortgage",17
"8248","WV",2009-07-01,8.8,"West Virginia","Subprime mortgage",18
"8249","WV",2009-08-01,8.8,"West Virginia","Subprime mortgage",19
"8250","WV",2009-09-01,8.8,"West Virginia","Subprime mortgage",20
"8251","WV",2009-10-01,8.8,"West Virginia","Subprime mortgage",21
"8252","WV",2009-11-01,8.9,"West Virginia","Subprime mortgage",22
"8253","WV",2009-12-01,8.9,"West Virginia","Subprime mortgage",23
"8254","WV",2010-01-01,9,"West Virginia","Subprime mortgage",24
"8255","WV",2010-02-01,8.9,"West Virginia","Subprime mortgage",25
"8256","WV",2010-03-01,8.8,"West Virginia","Subprime mortgage",26
"8257","WV",2010-04-01,8.7,"West Virginia","Subprime mortgage",27
"8258","WV",2010-05-01,8.5,"West Virginia","Subprime mortgage",28
"8259","WV",2010-06-01,8.5,"West Virginia","Subprime mortgage",29
"8260","WV",2010-07-01,8.4,"West Virginia","Subprime mortgage",30
"8261","WV",2010-08-01,8.5,"West Virginia","Subprime mortgage",31
"8262","WV",2010-09-01,8.6,"West Virginia","Subprime mortgage",32
"8263","WV",2010-10-01,8.6,"West Virginia","Subprime mortgage",33
"8264","WV",2010-11-01,8.6,"West Virginia","Subprime mortgage",34
"8265","WV",2010-12-01,8.5,"West Virginia","Subprime mortgage",35
"8314","WY",2008-01-01,2.6,"Wyoming","Subprime mortgage",0
"8315","WY",2008-02-01,2.6,"Wyoming","Subprime mortgage",1
"8316","WY",2008-05-01,2.7,"Wyoming","Subprime mortgage",4
"8317","WY",2008-06-01,2.8,"Wyoming","Subprime mortgage",5
"8318","WY",2008-07-01,2.9,"Wyoming","Subprime mortgage",6
"8319","WY",2008-08-01,3,"Wyoming","Subprime mortgage",7
"8320","WY",2008-09-01,3.1,"Wyoming","Subprime mortgage",8
"8321","WY",2008-10-01,3.2,"Wyoming","Subprime mortgage",9
"8322","WY",2008-11-01,3.4,"Wyoming","Subprime mortgage",10
"8323","WY",2008-12-01,3.7,"Wyoming","Subprime mortgage",11
"8324","WY",2009-01-01,4.2,"Wyoming","Subprime mortgage",12
"8325","WY",2009-02-01,4.8,"Wyoming","Subprime mortgage",13
"8326","WY",2009-03-01,5.4,"Wyoming","Subprime mortgage",14
"8327","WY",2009-04-01,5.9,"Wyoming","Subprime mortgage",15
"8328","WY",2009-05-01,6.3,"Wyoming","Subprime mortgage",16
"8329","WY",2009-06-01,6.5,"Wyoming","Subprime mortgage",17
"8330","WY",2009-07-01,6.6,"Wyoming","Subprime mortgage",18
"8331","WY",2009-08-01,6.7,"Wyoming","Subprime mortgage",19
"8332","WY",2009-09-01,6.8,"Wyoming","Subprime mortgage",20
"8333","WY",2009-10-01,7.1,"Wyoming","Subprime mortgage",21
"8334","WY",2009-11-01,7.3,"Wyoming","Subprime mortgage",22
"8335","WY",2009-12-01,7.5,"Wyoming","Subprime mortgage",23
"8336","WY",2010-01-01,7.6,"Wyoming","Subprime mortgage",24
"8337","WY",2010-02-01,7.6,"Wyoming","Subprime mortgage",25
"8338","WY",2010-03-01,7.5,"Wyoming","Subprime mortgage",26
"8339","WY",2010-04-01,7.2,"Wyoming","Subprime mortgage",27
"8340","WY",2010-05-01,7,"Wyoming","Subprime mortgage",28
"8341","WY",2010-06-01,6.8,"Wyoming","Subprime mortgage",29
"8342","WY",2010-07-01,6.6,"Wyoming","Subprime mortgage",30
"8343","WY",2010-08-01,6.6,"Wyoming","Subprime mortgage",31
"8344","WY",2010-09-01,6.6,"Wyoming","Subprime mortgage",32
"8345","WY",2010-10-01,6.6,"Wyoming","Subprime mortgage",33
"8346","WY",2010-11-01,6.6,"Wyoming","Subprime mortgage",34
"8347","WY",2010-12-01,6.6,"Wyoming","Subprime mortgage",35
"8354","WY",2008-03-01,2.6,"Wyoming","Subprime mortgage",2
"8355","WY",2008-04-01,2.6,"Wyoming","Subprime mortgage",3
"145","AK",2020-01-01,5,"Alaska","Covid-19",0
"146","AK",2020-02-01,5.1,"Alaska","Covid-19",1
"147","AK",2020-03-01,5.1,"Alaska","Covid-19",2
"148","AK",2020-04-01,11.8,"Alaska","Covid-19",3
"149","AK",2020-05-01,11.6,"Alaska","Covid-19",4
"150","AK",2020-06-01,11.3,"Alaska","Covid-19",5
"151","AK",2020-07-01,11,"Alaska","Covid-19",6
"152","AK",2020-08-01,7.2,"Alaska","Covid-19",7
"153","AK",2020-09-01,7,"Alaska","Covid-19",8
"154","AK",2020-10-01,6.5,"Alaska","Covid-19",9
"155","AK",2020-11-01,6.5,"Alaska","Covid-19",10
"156","AK",2020-12-01,6.5,"Alaska","Covid-19",11
"157","AK",2021-01-01,6.6,"Alaska","Covid-19",12
"158","AK",2021-02-01,6.6,"Alaska","Covid-19",13
"159","AK",2021-03-01,6.7,"Alaska","Covid-19",14
"160","AK",2021-04-01,6.7,"Alaska","Covid-19",15
"161","AK",2021-05-01,6.6,"Alaska","Covid-19",16
"162","AK",2021-06-01,6.6,"Alaska","Covid-19",17
"163","AK",2021-07-01,6.6,"Alaska","Covid-19",18
"185","AL",2020-01-01,2.7,"Alabama","Covid-19",0
"186","AL",2020-02-01,2.6,"Alabama","Covid-19",1
"187","AL",2020-03-01,2.6,"Alabama","Covid-19",2
"188","AL",2020-04-01,13.2,"Alabama","Covid-19",3
"189","AL",2020-05-01,7.9,"Alabama","Covid-19",4
"190","AL",2020-06-01,7.7,"Alabama","Covid-19",5
"191","AL",2020-07-01,7.4,"Alabama","Covid-19",6
"192","AL",2020-08-01,7.1,"Alabama","Covid-19",7
"193","AL",2020-09-01,6.7,"Alabama","Covid-19",8
"194","AL",2020-10-01,4.7,"Alabama","Covid-19",9
"195","AL",2020-11-01,4.7,"Alabama","Covid-19",10
"196","AL",2020-12-01,4.7,"Alabama","Covid-19",11
"197","AL",2021-01-01,4.3,"Alabama","Covid-19",12
"198","AL",2021-02-01,4,"Alabama","Covid-19",13
"199","AL",2021-03-01,3.8,"Alabama","Covid-19",14
"200","AL",2021-04-01,3.6,"Alabama","Covid-19",15
"201","AL",2021-05-01,3.4,"Alabama","Covid-19",16
"202","AL",2021-06-01,3.3,"Alabama","Covid-19",17
"203","AL",2021-07-01,3.2,"Alabama","Covid-19",18
"471","AR",2020-01-01,3.7,"Arkansas","Covid-19",0
"472","AR",2020-02-01,3.8,"Arkansas","Covid-19",1
"473","AR",2020-03-01,3.9,"Arkansas","Covid-19",2
"474","AR",2020-04-01,10,"Arkansas","Covid-19",3
"475","AR",2020-05-01,8.5,"Arkansas","Covid-19",4
"476","AR",2020-06-01,7.8,"Arkansas","Covid-19",5
"477","AR",2020-07-01,7.1,"Arkansas","Covid-19",6
"478","AR",2020-08-01,6.5,"Arkansas","Covid-19",7
"479","AR",2020-09-01,5.9,"Arkansas","Covid-19",8
"480","AR",2020-10-01,5.6,"Arkansas","Covid-19",9
"481","AR",2020-11-01,5.3,"Arkansas","Covid-19",10
"482","AR",2020-12-01,4.9,"Arkansas","Covid-19",11
"483","AR",2021-01-01,4.6,"Arkansas","Covid-19",12
"484","AR",2021-02-01,4.5,"Arkansas","Covid-19",13
"485","AR",2021-03-01,4.4,"Arkansas","Covid-19",14
"486","AR",2021-04-01,4.4,"Arkansas","Covid-19",15
"487","AR",2021-05-01,4.4,"Arkansas","Covid-19",16
"488","AR",2021-06-01,4.4,"Arkansas","Covid-19",17
"489","AR",2021-07-01,4.3,"Arkansas","Covid-19",18
"592","AZ",2020-01-01,4.8,"Arizona","Covid-19",0
"593","AZ",2020-02-01,4.9,"Arizona","Covid-19",1
"594","AZ",2020-03-01,5,"Arizona","Covid-19",2
"595","AZ",2020-04-01,14.2,"Arizona","Covid-19",3
"596","AZ",2020-05-01,10.6,"Arizona","Covid-19",4
"597","AZ",2020-06-01,10.7,"Arizona","Covid-19",5
"598","AZ",2020-07-01,10.4,"Arizona","Covid-19",6
"599","AZ",2020-08-01,7,"Arizona","Covid-19",7
"600","AZ",2020-09-01,6.9,"Arizona","Covid-19",8
"601","AZ",2020-10-01,6.8,"Arizona","Covid-19",9
"602","AZ",2020-11-01,6.8,"Arizona","Covid-19",10
"603","AZ",2020-12-01,6.8,"Arizona","Covid-19",11
"604","AZ",2021-01-01,6.7,"Arizona","Covid-19",12
"605","AZ",2021-02-01,6.9,"Arizona","Covid-19",13
"606","AZ",2021-03-01,6.7,"Arizona","Covid-19",14
"607","AZ",2021-04-01,6.7,"Arizona","Covid-19",15
"608","AZ",2021-05-01,6.7,"Arizona","Covid-19",16
"609","AZ",2021-06-01,6.8,"Arizona","Covid-19",17
"610","AZ",2021-07-01,6.6,"Arizona","Covid-19",18
"755","CA",2020-01-01,4.2,"California","Covid-19",0
"756","CA",2020-02-01,4.3,"California","Covid-19",1
"757","CA",2020-03-01,4.5,"California","Covid-19",2
"758","CA",2020-04-01,16,"California","Covid-19",3
"759","CA",2020-05-01,15.6,"California","Covid-19",4
"760","CA",2020-06-01,14.1,"California","Covid-19",5
"761","CA",2020-07-01,13.2,"California","Covid-19",6
"762","CA",2020-08-01,12.3,"California","Covid-19",7
"763","CA",2020-09-01,10.6,"California","Covid-19",8
"764","CA",2020-10-01,9.8,"California","Covid-19",9
"765","CA",2020-11-01,8.7,"California","Covid-19",10
"766","CA",2020-12-01,9.3,"California","Covid-19",11
"767","CA",2021-01-01,9,"California","Covid-19",12
"768","CA",2021-02-01,8.5,"California","Covid-19",13
"769","CA",2021-03-01,8.3,"California","Covid-19",14
"770","CA",2021-04-01,8,"California","Covid-19",15
"771","CA",2021-05-01,7.7,"California","Covid-19",16
"772","CA",2021-06-01,7.6,"California","Covid-19",17
"773","CA",2021-07-01,7.6,"California","Covid-19",18
"919","CO",2020-01-01,2.7,"Colorado","Covid-19",0
"920","CO",2020-02-01,2.8,"Colorado","Covid-19",1
"921","CO",2020-03-01,4.7,"Colorado","Covid-19",2
"922","CO",2020-04-01,12.1,"Colorado","Covid-19",3
"923","CO",2020-05-01,11.6,"Colorado","Covid-19",4
"924","CO",2020-06-01,11.3,"Colorado","Covid-19",5
"925","CO",2020-07-01,7.4,"Colorado","Covid-19",6
"926","CO",2020-08-01,7.1,"Colorado","Covid-19",7
"927","CO",2020-09-01,7,"Colorado","Covid-19",8
"928","CO",2020-10-01,6.9,"Colorado","Covid-19",9
"929","CO",2020-11-01,6.9,"Colorado","Covid-19",10
"930","CO",2020-12-01,6.9,"Colorado","Covid-19",11
"931","CO",2021-01-01,6.6,"Colorado","Covid-19",12
"932","CO",2021-02-01,6.4,"Colorado","Covid-19",13
"933","CO",2021-03-01,6.4,"Colorado","Covid-19",14
"934","CO",2021-04-01,6.4,"Colorado","Covid-19",15
"976","CO",2021-05-01,6.2,"Colorado","Covid-19",16
"977","CO",2021-06-01,6.2,"Colorado","Covid-19",17
"978","CO",2021-07-01,6.1,"Colorado","Covid-19",18
"1081","CT",2020-01-01,3.7,"Connecticut","Covid-19",0
"1082","CT",2020-02-01,3.7,"Connecticut","Covid-19",1
"1083","CT",2020-03-01,3.8,"Connecticut","Covid-19",2
"1084","CT",2020-04-01,8.6,"Connecticut","Covid-19",3
"1085","CT",2020-05-01,11.4,"Connecticut","Covid-19",4
"1086","CT",2020-06-01,11.4,"Connecticut","Covid-19",5
"1087","CT",2020-07-01,11.3,"Connecticut","Covid-19",6
"1088","CT",2020-08-01,8.4,"Connecticut","Covid-19",7
"1089","CT",2020-09-01,8.3,"Connecticut","Covid-19",8
"1090","CT",2020-10-01,8.2,"Connecticut","Covid-19",9
"1091","CT",2020-11-01,8.2,"Connecticut","Covid-19",10
"1092","CT",2020-12-01,8.2,"Connecticut","Covid-19",11
"1093","CT",2021-01-01,8.1,"Connecticut","Covid-19",12
"1094","CT",2021-02-01,8.5,"Connecticut","Covid-19",13
"1095","CT",2021-03-01,8.3,"Connecticut","Covid-19",14
